0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
99999910,99999475,99999520,99999880,99999304.11425626,99999820,99999520,99999535,99998727.65149826,99999301.64755411,99999205,99999295,99999280,99999310,99999295,99999190,99999175,99999355,99999325,99999325,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,99999920.10086131,100000053.12535918,100000070.95845163,100000126.18263242,100000042.48114444,99999920.10086131,100000066.90297595,100000049.88051778,100000133.78325908,100000095.0817711,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100000000,100001647.71294157,100001356.353583,100000845.54469037,100000429.97866799,100000565.49981762,100001623.68832247,100001604.83524592,100001300.73638576,100001194.18395805,100001204.4552444
