time,distance,competitor
0.060797929763793945,0.0,0
0.060797929763793945,0.0,1
0.060797929763793945,0.0,2
0.060797929763793945,0.0,3
0.060797929763793945,0.0,4
0.07704973220825195,0.0,0
0.07704973220825195,0.0,1
0.07704973220825195,0.0,2
0.07704973220825195,0.0,3
0.07704973220825195,0.0,4
0.09477353096008301,0.0,0
0.09477353096008301,0.0,1
0.09477353096008301,0.0,2
0.09477353096008301,0.0,3
0.09477353096008301,0.0,4
0.12280964851379395,0.0,0
0.12280964851379395,0.0,1
0.12280964851379395,0.0,2
0.12280964851379395,0.0,3
0.12280964851379395,0.0,4
0.1405167579650879,0.0,0
0.1405167579650879,0.0,1
0.1405167579650879,0.0,2
0.1405167579650879,0.0,3
0.1405167579650879,0.0,4
0.15854477882385254,0.0,0
0.15854477882385254,0.0,1
0.15854477882385254,0.0,2
0.15854477882385254,0.0,3
0.15854477882385254,0.0,4
0.17412710189819336,0.0,0
0.17412710189819336,0.0,1
0.17412710189819336,0.0,2
0.17412710189819336,0.0,3
0.17412710189819336,0.0,4
0.18654894828796387,0.0,0
0.18654894828796387,0.0,1
0.18654894828796387,0.0,2
0.18654894828796387,0.0,3
0.18654894828796387,0.0,4
0.20292067527770996,0.0,0
0.20292067527770996,0.0,1
0.20292067527770996,0.0,2
0.20292067527770996,0.0,3
0.20292067527770996,0.0,4
0.21475672721862793,0.0,0
0.21475672721862793,0.0,1
0.21475672721862793,0.0,2
0.21475672721862793,0.0,3
0.21475672721862793,0.0,4
0.2273845672607422,0.0,0
0.2273845672607422,0.0,1
0.2273845672607422,0.0,2
0.2273845672607422,0.0,3
0.2273845672607422,0.0,4
0.24312591552734375,0.0,0
0.24312591552734375,0.0,1
0.24312591552734375,0.0,2
0.24312591552734375,0.0,3
0.24312591552734375,0.0,4
0.254528284072876,0.0,0
0.254528284072876,0.0,1
0.254528284072876,0.0,2
0.254528284072876,0.0,3
0.254528284072876,0.0,4
0.2759113311767578,0.0,0
0.2759113311767578,0.0,1
0.2759113311767578,0.0,2
0.2759113311767578,0.0,3
0.2759113311767578,0.0,4
0.2942221164703369,0.0,0
0.2942221164703369,0.0,1
0.2942221164703369,0.0,2
0.2942221164703369,0.0,3
0.2942221164703369,0.0,4
0.3062164783477783,0.0,0
0.3062164783477783,0.0,1
0.3062164783477783,0.0,2
0.3062164783477783,0.0,3
0.3062164783477783,0.0,4
0.3241877555847168,0.0,0
0.3241877555847168,0.0,1
0.3241877555847168,0.0,2
0.3241877555847168,0.0,3
0.3241877555847168,0.0,4
0.3415358066558838,0.0,0
0.3415358066558838,0.0,1
0.3415358066558838,0.0,2
0.3415358066558838,0.0,3
0.3415358066558838,0.0,4
0.3525397777557373,0.0,0
0.3525397777557373,0.0,1
0.3525397777557373,0.0,2
0.3525397777557373,0.0,3
0.3525397777557373,0.0,4
0.36458396911621094,0.0,0
0.36458396911621094,0.0,1
0.36458396911621094,0.0,2
0.36458396911621094,0.0,3
0.36458396911621094,0.0,4
0.38704729080200195,0.0,0
0.38704729080200195,0.0,1
0.38704729080200195,0.0,2
0.38704729080200195,0.0,3
0.38704729080200195,0.0,4
0.40695810317993164,0.0,0
0.40695810317993164,0.0,1
0.40695810317993164,0.0,2
0.40695810317993164,0.0,3
0.40695810317993164,0.0,4
0.4362027645111084,0.0,0
0.4362027645111084,0.0,1
0.4362027645111084,0.0,2
0.4362027645111084,0.0,3
0.4362027645111084,0.0,4
0.45867490768432617,0.0,0
0.45867490768432617,0.0,1
0.45867490768432617,0.0,2
0.45867490768432617,0.0,3
0.45867490768432617,0.0,4
0.48220324516296387,0.0,0
0.48220324516296387,0.0,1
0.48220324516296387,0.0,2
0.48220324516296387,0.0,3
0.48220324516296387,0.0,4
0.49349403381347656,0.0,0
0.49349403381347656,0.0,1
0.49349403381347656,0.0,2
0.49349403381347656,0.0,3
0.49349403381347656,0.0,4
0.5091547966003418,0.0,0
0.5091547966003418,0.0,1
0.5091547966003418,0.0,2
0.5091547966003418,0.0,3
0.5091547966003418,0.0,4
0.5242633819580078,0.0,0
0.5242633819580078,0.0,1
0.5242633819580078,0.0,2
0.5242633819580078,0.0,3
0.5242633819580078,0.0,4
0.5407359600067139,0.0,0
0.5407359600067139,0.0,1
0.5407359600067139,0.0,2
0.5407359600067139,0.0,3
0.5407359600067139,0.0,4
0.558577299118042,0.0,0
0.558577299118042,0.0,1
0.558577299118042,0.0,2
0.558577299118042,0.0,3
0.558577299118042,0.0,4
0.5689823627471924,0.0,0
0.5689823627471924,0.0,1
0.5689823627471924,0.0,2
0.5689823627471924,0.0,3
0.5689823627471924,0.0,4
0.5822129249572754,0.0,0
0.5822129249572754,0.0,1
0.5822129249572754,0.0,2
0.5822129249572754,0.0,3
0.5822129249572754,0.0,4
0.5997488498687744,0.0,0
0.5997488498687744,0.0,1
0.5997488498687744,0.0,2
0.5997488498687744,0.0,3
0.5997488498687744,0.0,4
0.6273283958435059,0.0,0
0.6273283958435059,0.0,1
0.6273283958435059,0.0,2
0.6273283958435059,0.0,3
0.6273283958435059,0.0,4
0.6412773132324219,0.0,0
0.6412773132324219,0.0,1
0.6412773132324219,0.0,2
0.6412773132324219,0.0,3
0.6412773132324219,0.0,4
0.6698989868164062,0.0,0
0.6698989868164062,0.0,1
0.6698989868164062,0.0,2
0.6698989868164062,0.0,3
0.6698989868164062,0.0,4
0.6827895641326904,0.0,0
0.6827895641326904,0.0,1
0.6827895641326904,0.0,2
0.6827895641326904,0.0,3
0.6827895641326904,0.0,4
0.6989388465881348,0.0,0
0.6989388465881348,0.0,1
0.6989388465881348,0.0,2
0.6989388465881348,0.0,3
0.6989388465881348,0.0,4
0.7098031044006348,0.0,0
0.7098031044006348,0.0,1
0.7098031044006348,0.0,2
0.7098031044006348,0.0,3
0.7098031044006348,0.0,4
0.7274179458618164,0.0,0
0.7274179458618164,0.0,1
0.7274179458618164,0.0,2
0.7274179458618164,0.0,3
0.7274179458618164,0.0,4
0.767648458480835,0.0,0
0.767648458480835,0.0,1
0.767648458480835,0.0,2
0.767648458480835,0.0,3
0.767648458480835,0.0,4
0.8131308555603027,0.0,0
0.8131308555603027,0.0,1
0.8131308555603027,0.0,2
0.8131308555603027,0.0,3
0.8131308555603027,0.0,4
0.8259263038635254,0.0,0
0.8259263038635254,0.0,1
0.8259263038635254,0.0,2
0.8259263038635254,0.0,3
0.8259263038635254,0.0,4
0.8530097007751465,0.0,0
0.8530097007751465,0.0,1
0.8530097007751465,0.0,2
0.8530097007751465,0.0,3
0.8530097007751465,0.0,4
0.8714842796325684,0.0,0
0.8714842796325684,0.0,1
0.8714842796325684,0.0,2
0.8714842796325684,0.0,3
0.8714842796325684,0.0,4
0.8889758586883545,0.0,0
0.8889758586883545,0.0,1
0.8889758586883545,0.0,2
0.8889758586883545,0.0,3
0.8889758586883545,0.0,4
0.915973424911499,0.0,0
0.915973424911499,0.0,1
0.915973424911499,0.0,2
0.915973424911499,0.0,3
0.915973424911499,0.0,4
0.9575037956237793,0.0,0
0.9575037956237793,0.0,1
0.9575037956237793,0.0,2
0.9575037956237793,0.0,3
0.9575037956237793,0.0,4
0.9853076934814453,0.0,0
0.9853076934814453,0.0,1
0.9853076934814453,0.0,2
0.9853076934814453,0.0,3
0.9853076934814453,0.0,4
1.001218557357788,0.0,0
1.001218557357788,0.0,1
1.001218557357788,0.0,2
1.001218557357788,0.0,3
1.001218557357788,0.0,4
1.0144479274749756,0.0,0
1.0144479274749756,0.0,1
1.0144479274749756,0.0,2
1.0144479274749756,0.0,3
1.0144479274749756,0.0,4
1.0543501377105713,0.0,0
1.0543501377105713,0.0,1
1.0543501377105713,0.0,2
1.0543501377105713,0.0,3
1.0543501377105713,0.0,4
1.0713157653808594,0.0,0
1.0713157653808594,0.0,1
1.0713157653808594,0.0,2
1.0713157653808594,0.0,3
1.0713157653808594,0.0,4
1.0832240581512451,0.0,0
1.0832240581512451,0.0,1
1.0832240581512451,0.0,2
1.0832240581512451,0.0,3
1.0832240581512451,0.0,4
1.0945382118225098,0.0,0
1.0945382118225098,0.0,1
1.0945382118225098,0.0,2
1.0945382118225098,0.0,3
1.0945382118225098,0.0,4
1.1100587844848633,0.0,0
1.1100587844848633,0.0,1
