type,time,exchange,competitor,odds,backer,layer,stake
Trade,28.201857328414917,0,0,6.447480778263969,6,57,15
Trade,28.794198513031006,0,0,6.547480778263969,2,55,15
Trade,28.956156015396118,0,0,6.547480778263969,7,59,15
Trade,28.980846881866455,0,0,6.547480778263969,7,58,15
Trade,29.217349767684937,0,0,6.547480778263969,7,56,15
Trade,29.976942777633667,0,0,6.547480778263969,2,57,15
Trade,31.150530576705933,0,0,6.547480778263969,1,55,15
Trade,31.969592094421387,0,0,6.547480778263969,7,58,15
Trade,33.28338384628296,0,0,5.447480778263969,1,41,15
Trade,33.66184425354004,0,0,6.547480778263969,1,57,15
Trade,33.96520471572876,0,0,6.547480778263969,2,58,15
Trade,34.80738663673401,0,0,6.547480778263969,7,1,15
Trade,34.886406660079956,0,0,6.547480778263969,6,2,15
Trade,34.89481854438782,0,0,6.547480778263969,2,59,15
Trade,36.97357726097107,0,0,6.547480778263969,1,7,15
Trade,37.354305028915405,0,0,6.547480778263969,2,56,15
Trade,37.405189990997314,0,0,6.547480778263969,7,57,15
Trade,37.73012065887451,0,0,6.547480778263969,6,58,15
Trade,38.33209252357483,0,0,6.547480778263969,2,55,15
Trade,38.386024475097656,0,0,6.547480778263969,2,6,15
Trade,38.81876039505005,0,0,5.547480778263969,6,49,15
Trade,39.84668326377869,0,0,7.447480778263969,2,1,15
Trade,39.88050293922424,0,0,7.447480778263969,1,7,15
Trade,39.887855052948,0,0,5.447480778263969,6,2,15
Trade,40.33232378959656,0,0,5.547480778263969,2,55,15
Trade,40.93383193016052,0,0,7.447480778263969,1,2,15
Trade,43.539602756500244,0,0,5.447480778263969,6,6,15
Trade,43.698200702667236,0,0,5.547480778263969,7,56,15
Trade,44.136693477630615,0,0,5.447480778263969,7,1,15
Trade,44.4105589389801,0,0,7.447480778263969,1,7,15
Trade,44.49304795265198,0,0,5.547480778263969,7,57,15
Trade,46.481913805007935,0,0,7.447480778263969,6,2,15
Trade,46.76210069656372,0,0,7.447480778263969,2,1,15
Trade,46.960188150405884,0,0,7.447480778263969,7,1,15
Trade,47.04992938041687,0,0,6.547480778263969,2,55,15
Trade,47.05040001869202,0,0,6.547480778263969,7,56,15
Trade,47.0511474609375,0,0,6.547480778263969,6,57,15
Trade,47.0516459941864,0,0,6.547480778263969,1,55,15
Trade,47.05388641357422,0,0,6.647480778263969,7,59,15
Trade,47.05537509918213,0,0,6.647480778263969,1,58,15
Trade,47.05621838569641,0,0,6.647480778263969,1,57,15
Trade,47.056556224823,0,0,6.647480778263969,1,56,15
Trade,47.05694818496704,0,0,6.647480778263969,6,55,15
Trade,47.05712056159973,0,0,6.647480778263969,6,59,15
Trade,47.05809497833252,0,0,6.547480778263969,2,44,15
Trade,47.08221459388733,0,0,5.547480778263969,1,40,15
Trade,47.084959506988525,0,0,4.447480778263969,6,56,15
Trade,47.085731983184814,0,0,5.447480778263969,1,6,15
Trade,47.08608531951904,0,0,6.547480778263969,2,56,15
Trade,47.08910775184631,0,0,6.547480778263969,7,57,15
Trade,47.08994674682617,0,0,6.647480778263969,2,59,15
Trade,47.09016680717468,0,0,6.647480778263969,2,55,15
Trade,47.09096670150757,0,0,6.647480778263969,2,58,15
Trade,47.09338569641113,0,0,6.647480778263969,2,56,15
Trade,47.0937922000885,0,0,6.647480778263969,6,57,15
Trade,47.09397029876709,0,0,6.647480778263969,7,59,15
Trade,47.09584283828735,0,0,6.647480778263969,1,55,15
Trade,47.10002684593201,0,0,6.647480778263969,2,58,15
Trade,47.102954387664795,0,0,6.547480778263969,6,2,15
Trade,47.1150381565094,0,0,6.547480778263969,2,43,15
Trade,47.11541771888733,0,0,6.547480778263969,6,55,15
Trade,47.1155526638031,0,0,6.547480778263969,7,58,15
Trade,47.1162543296814,0,0,6.547480778263969,1,55,15
Trade,47.117002964019775,0,0,6.647480778263969,2,58,15
Trade,47.11743998527527,0,0,6.647480778263969,7,59,15
Trade,47.11799693107605,0,0,6.647480778263969,1,57,15
Trade,47.11880826950073,0,0,6.647480778263969,7,56,15
Trade,47.14228892326355,0,0,6.547480778263969,6,46,15
Trade,47.14239716529846,0,0,6.547480778263969,1,42,15
Trade,47.142987966537476,0,0,6.547480778263969,7,56,15
Trade,47.14331340789795,0,0,6.547480778263969,2,55,15
Trade,47.14562463760376,0,0,6.647480778263969,6,58,15
Trade,47.14825892448425,0,0,6.647480778263969,1,59,15
Trade,47.14955139160156,0,0,6.647480778263969,6,57,15
Trade,47.149818897247314,0,0,6.647480778263969,1,56,15
Trade,47.15077877044678,0,0,6.647480778263969,7,55,15
Trade,47.1623809337616,0,0,6.647480778263969,1,58,15
Trade,47.17363166809082,0,0,6.547480778263969,1,59,15
Trade,47.17428541183472,0,0,6.547480778263969,7,56,15
Trade,47.184250593185425,0,0,7.447480778263969,6,47,15
Trade,47.20269966125488,0,0,6.647480778263969,1,58,15
Trade,47.20348906517029,0,0,6.647480778263969,1,59,15
Trade,47.204612255096436,0,0,6.647480778263969,6,55,15
Trade,47.21017503738403,0,0,6.647480778263969,1,56,15
Trade,47.2123589515686,0,0,6.647480778263969,1,57,15
Trade,47.21542930603027,0,0,6.447480778263969,6,1,15
Trade,47.21715450286865,0,0,7.447480778263969,2,56,15
Trade,47.21859431266785,0,0,7.447480778263969,7,56,15
Trade,47.219841718673706,0,0,7.447480778263969,2,58,15
Trade,47.220012187957764,0,0,7.447480778263969,1,57,15
Trade,47.220619440078735,0,0,7.447480778263969,7,58,15
Trade,47.2209198474884,0,0,7.547480778263969,7,57,15
Trade,47.22270607948303,0,0,7.547480778263969,2,59,15
Trade,47.232442140579224,0,0,7.547480778263969,2,55,15
Trade,47.236706018447876,0,0,7.547480778263969,7,59,15
Trade,47.24932551383972,0,0,7.447480778263969,6,55,15
Trade,47.253113985061646,0,0,7.447480778263969,7,55,15
Trade,47.25479698181152,0,0,7.547480778263969,6,59,15
Trade,47.25576567649841,0,0,7.547480778263969,1,58,15
Trade,47.25800704956055,0,0,7.547480778263969,6,56,15
Trade,47.261208295822144,0,0,7.547480778263969,2,55,15
Trade,47.262518882751465,0,0,7.547480778263969,7,57,15
Trade,47.26561093330383,0,0,7.547480778263969,1,59,15
Trade,47.26634407043457,0,0,7.547480778263969,1,58,15
Trade,47.27997708320618,0,0,6.447480778263969,1,2,15
Trade,47.2865104675293,0,0,5.547480778263969,1,57,15
Trade,47.28689002990723,0,0,5.547480778263969,6,59,15
Trade,47.287128925323486,0,0,7.447480778263969,2,57,15
Trade,47.28790068626404,0,0,5.547480778263969,2,59,15
Trade,47.28814649581909,0,0,5.547480778263969,6,57,15
Trade,47.288777589797974,0,0,7.447480778263969,7,59,15
Trade,47.313589096069336,0,0,7.447480778263969,6,55,15
Trade,47.3141815662384,0,0,7.447480778263969,7,58,15
Trade,47.31439161300659,0,0,7.447480778263969,2,59,15
Trade,47.31471061706543,0,0,7.447480778263969,1,55,15
Trade,47.31572985649109,0,0,7.547480778263969,2,57,15
Trade,47.420729637145996,0,0,7.547480778263969,7,56,15
Trade,47.58127403259277,0,0,7.547480778263969,6,58,15
Trade,47.594897508621216,0,0,7.547480778263969,7,59,15
Trade,47.87694430351257,0,0,7.547480778263969,1,55,15
Trade,48.05639147758484,0,0,7.547480778263969,6,57,15
Trade,48.17901372909546,0,0,6.447480778263969,6,7,15
Trade,48.2961630821228,0,0,6.447480778263969,2,6,15
Trade,48.30256175994873,0,0,5.547480778263969,7,1,15
Trade,48.449944734573364,0,0,4.547480778263969,6,48,15
Trade,48.713433265686035,0,0,4.547480778263969,6,45,15
Trade,48.79481887817383,0,0,3.4559595289692275,2,52,15
Trade,1.4678287506103516,0,1,1.4666666666666666,34,0,15
Trade,2.366345167160034,0,1,1.4666666666666666,39,0,15
Trade,2.6660048961639404,0,1,1.4666666666666666,37,0,15
Trade,7.007079124450684,0,1,2.1,0,0,15
Trade,7.2168755531311035,0,1,1.4666666666666666,30,0,15
Trade,7.272488355636597,0,1,1.4666666666666666,36,0,15
Trade,7.4135847091674805,0,1,1.4666666666666666,32,56,15
Trade,7.4877636432647705,0,1,1.4666666666666666,38,56,15
Trade,7.503843784332275,0,1,1.4666666666666666,33,55,15
Trade,7.558098077774048,0,1,1.4666666666666666,31,56,15
Trade,7.579028129577637,0,1,1.5666666666666667,51,55,15
Trade,7.621211767196655,0,1,2.1,0,56,15
Trade,7.685706377029419,0,1,2.4,50,0,15
Trade,7.815228462219238,0,1,2.2,0,55,15
Trade,7.973058700561523,0,1,3.8311747855393357,52,0,15
Trade,8.069298028945923,0,1,1.2000000000000002,0,56,15
Trade,8.371906042098999,0,1,3.649348524008573,51,0,15
Trade,8.702966690063477,0,1,4.244683876334663,52,0,15
Trade,8.821397542953491,0,1,1.2000000000000002,0,55,15
Trade,9.719696998596191,0,1,5.479883101026426,53,0,15
Trade,9.73471713066101,0,1,1.3000000000000003,0,56,15
Trade,10.717508554458618,0,1,1.3000000000000003,0,55,15
Trade,10.754552602767944,0,1,5.430939127280444,53,0,15
Trade,12.317070007324219,0,1,1.4000000000000004,0,56,15
Trade,12.608200073242188,0,1,1.4000000000000004,0,55,15
Trade,14.031818389892578,0,1,1.5000000000000004,0,55,15
Trade,14.187518119812012,0,1,1.4000000000000004,0,56,15
Trade,19.709315061569214,0,1,4.758476044121126,51,57,15
Trade,19.711530685424805,0,1,5.278592982810133,54,56,15
Trade,19.719208002090454,0,1,5.7584799730177885,0,59,15
Trade,19.818750143051147,0,1,6.0970924220931355,52,56,15
Trade,19.92261052131653,0,1,6.173404600518147,53,59,15
Trade,20.071715831756592,0,1,6.378592982810132,54,55,15
Trade,20.094806909561157,0,1,4.378617254946236,54,58,15
Trade,20.11031723022461,0,1,4.378617254946236,54,57,15
Trade,20.121719360351562,0,1,4.378617254946236,54,56,15
Trade,20.13738441467285,0,1,4.378617254946236,54,59,15
Trade,20.149901151657104,0,1,4.378617254946236,54,55,15
Trade,20.167643547058105,0,1,5.278617254946236,54,0,15
Trade,20.417394399642944,0,1,3.9991820822363464,54,0,15
Trade,25.278456926345825,0,1,3.2786172549462362,0,0,15
Trade,33.43512153625488,0,1,5.278617254946236,0,57,15
Trade,34.05064272880554,0,1,5.378617254946236,0,56,15
Trade,34.57237148284912,0,1,5.378617254946236,0,59,15
Trade,38.93013286590576,0,1,5.378617254946236,0,55,15
Trade,39.180240631103516,0,1,5.378617254946236,0,58,15
Trade,39.29039478302002,0,1,5.94190054569243,52,0,15
Trade,39.79321599006653,0,1,6.113799745650422,54,0,15
Trade,40.20515823364258,0,1,6.250775315696828,54,0,15
Trade,41.469266414642334,0,1,4.378617254946236,0,57,15
Trade,41.7554657459259,0,1,6.246281637603399,54,0,15
Trade,41.879173040390015,0,1,6.246060112083722,54,0,15
Trade,42.69996237754822,0,1,4.378617254946236,0,56,15
Trade,44.805734634399414,0,1,4.378617254946236,0,55,15
Trade,45.034218549728394,0,1,4.378617254946236,0,59,15
Trade,46.50916600227356,0,1,6.245727771275149,54,0,15
Trade,46.76741886138916,0,1,6.780404115786894,53,0,15
Trade,47.03212237358093,0,1,4.378617254946236,0,58,15
Trade,47.0374813079834,0,1,4.378617254946236,0,55,15
Trade,47.05780529975891,0,1,2.2786172549462362,0,0,15
Trade,47.063849210739136,0,1,4.378617254946236,0,59,15
Trade,47.06815505027771,0,1,4.378617254946236,0,56,15
Trade,47.11833333969116,0,1,5.378617254946236,0,0,15
Trade,47.146538734436035,0,1,5.378617254946236,0,0,15
Trade,47.16340112686157,0,1,5.378617254946236,0,0,15
Trade,47.16378951072693,0,1,5.4786172549462355,0,57,15
Trade,47.16721987724304,0,1,5.378617254946236,0,0,15
Trade,47.174097299575806,0,1,5.4786172549462355,0,56,15
Trade,47.177727937698364,0,1,5.4786172549462355,0,59,15
Trade,47.192474603652954,0,1,7.098854297635135,54,0,15
Trade,47.19785785675049,0,1,5.4786172549462355,0,58,15
Trade,47.23724007606506,0,1,4.378617254946236,0,0,15
Trade,47.24856185913086,0,1,4.378617254946236,0,0,15
Trade,47.32199287414551,0,1,4.378617254946236,0,0,15
Trade,47.68693923950195,0,1,4.4786172549462355,0,58,15
Trade,47.797568559646606,0,1,4.4786172549462355,51,59,15
Trade,47.81906199455261,0,1,4.4786172549462355,51,55,15
Trade,47.841078758239746,0,1,4.4786172549462355,51,56,15
Trade,47.850703716278076,0,1,3.378617254946236,53,0,15
Trade,47.86005878448486,0,1,1.9657765591420815,51,54,15
Trade,48.342472076416016,0,1,2.475091163065566,53,0,15
Trade,48.55310606956482,0,1,2.475091163065566,53,0,15
Trade,48.56247639656067,0,1,2.244118879773115,51,50,15
Trade,48.72257041931152,0,1,2.244118879773115,0,50,15
Trade,49.47816705703735,0,1,2.475091163065566,53,59,15
Trade,49.655213594436646,0,1,4.578617254946235,54,57,15
Trade,49.667205572128296,0,1,4.578617254946235,54,55,15
Trade,49.6794912815094,0,1,4.578617254946235,54,58,15
Trade,49.70811867713928,0,1,4.578617254946235,52,56,15
Trade,49.72155833244324,0,1,2.244118879773115,51,50,15
Trade,49.77374315261841,0,1,1.5251398907456704,52,50,15
Trade,49.818337202072144,0,1,1.5251398907456704,52,50,15
Trade,49.85156202316284,0,1,1.6265979740692722,51,50,15
Trade,50.51364278793335,0,1,2.244118879773115,52,50,15
Trade,50.53125500679016,0,1,2.244118879773115,52,50,15
Trade,50.5565824508667,0,1,1.5251398907456704,52,50,15
Trade,52.244325160980225,0,1,2.244118879773115,52,50,15
Trade,53.08434271812439,0,1,1.5251398907456704,52,50,15
Trade,53.10807514190674,0,1,1.6265979740692722,51,50,15
Trade,53.17299509048462,0,1,2.475091163065566,53,50,15
Trade,53.19870615005493,0,1,2.475091163065566,53,54,15
Trade,53.214799880981445,0,1,3.5960652636333044,54,50,15
Trade,53.23264265060425,0,1,2.475091163065566,53,54,15
Trade,53.269453048706055,0,1,3.902987855830946,53,50,15
Trade,53.2812557220459,0,1,2.9812263294037598,53,54,15
Trade,53.31766438484192,0,1,3.902987855830946,53,50,15
Trade,53.33377242088318,0,1,2.9812263294037598,53,54,15
Trade,53.39207458496094,0,1,2.9812263294037598,53,54,15
Trade,53.40451502799988,0,1,2.9812263294037598,53,54,15
Trade,53.47332715988159,0,1,6.273597251146134,53,50,15
Trade,53.49215364456177,0,1,6.273597251146134,53,50,15
Trade,53.52025389671326,0,1,2.9812263294037598,53,54,15
Trade,53.59371376037598,0,1,2.475091163065566,53,54,15
Trade,53.62806701660156,0,1,4.791973225653308,53,54,15
Trade,53.68247604370117,0,1,2.475091163065566,53,54,15
Trade,53.799617767333984,0,1,2.475091163065566,53,51,15
Trade,53.81536602973938,0,1,4.791973225653308,53,54,15
Trade,53.8264594078064,0,1,3.2219910846557505,53,51,15
Trade,53.86144471168518,0,1,2.70028968525294,53,52,15
Trade,53.96285057067871,0,1,2.475091163065566,53,52,15
Trade,53.9769971370697,0,1,3.2219910846557505,53,51,15
Trade,0.12384676933288574,0,2,2.4,52,9,15
Trade,0.2151954174041748,0,2,4.9,53,8,15
Trade,0.40787577629089355,0,2,3.962177149664986,9,8,15
Trade,0.4608898162841797,0,2,4.962177149664986,53,4,15
Trade,0.5106849670410156,0,2,4.962177149664986,53,9,15
Trade,0.5594820976257324,0,2,4.962177149664986,53,8,15
Trade,0.601137638092041,0,2,4.962177149664986,53,9,15
Trade,0.8909444808959961,0,2,3.962177149664986,52,4,15
Trade,0.9175903797149658,0,2,4.962177149664986,9,4,15
Trade,1.0152761936187744,0,2,3.962177149664986,4,9,15
Trade,1.1363754272460938,0,2,4.962177149664986,53,8,15
Trade,1.1371104717254639,0,2,2.954553966781092,9,50,15
Trade,1.1804845333099365,0,2,4.029467355825792,8,4,15
Trade,1.204698085784912,0,2,1.1,9,51,15
Trade,1.2378644943237305,0,2,5.029467355825792,53,8,15
Trade,1.4181926250457764,0,2,4.029467355825792,8,4,15
Trade,1.8559749126434326,0,2,4.029467355825792,8,4,15
Trade,2.0068747997283936,0,2,4.029467355825792,4,8,15
Trade,2.0521650314331055,0,2,5.043181664342938,53,8,15
Trade,2.109912633895874,0,2,5.041605921914164,53,9,15
Trade,2.3087449073791504,0,2,5.041036260141875,53,4,15
Trade,2.380270004272461,0,2,1.1,8,51,15
Trade,3.2487027645111084,0,2,5.1258508168091135,51,8,15
Trade,3.366776704788208,0,2,5.1440433805880375,51,9,15
Trade,3.5846829414367676,0,2,4.151612780681612,9,9,15
Trade,3.693385124206543,0,2,5.221880902829325,51,8,15
Trade,3.8619964122772217,0,2,5.257793451406463,51,4,15
Trade,3.9349474906921387,0,2,5.28078415982488,51,9,15
Trade,3.9809980392456055,0,2,5.2900502905045546,51,9,15
Trade,4.104959011077881,0,2,5.327227439732249,51,8,15
Trade,4.228979587554932,0,2,5.350319631894735,51,9,15
Trade,4.778121709823608,0,2,3.445456812521792,54,8,15
Trade,4.865699768066406,0,2,4.9873363497616845,50,4,15
Trade,4.866279363632202,0,2,2.445456812521792,8,9,15
Trade,4.879275321960449,0,2,5.470398177385664,53,9,15
Trade,5.629209995269775,0,2,5.258670925495937,52,8,15
Trade,5.6889588832855225,0,2,5.262140507569302,52,4,15
Trade,6.268601179122925,0,2,4.260422217658229,8,8,15
Trade,6.69381308555603,0,2,4.07421479551037,53,4,15
Trade,6.809679746627808,0,2,4.067820014873913,53,8,15
Trade,6.864169120788574,0,2,4.065518692326826,53,8,15
Trade,6.877579927444458,0,2,1.4192866372178998,4,54,15
Trade,6.9090940952301025,0,2,4.064107892251251,53,4,15
Trade,7.101571559906006,0,2,4.056852240117008,53,4,15
Trade,7.157360076904297,0,2,3.2604222176582294,9,8,15
Trade,7.411685943603516,0,2,3.2604222176582294,9,56,15
Trade,7.494511127471924,0,2,4.051673853778373,53,9,15
Trade,7.528413534164429,0,2,5.009238354377665,52,8,15
Trade,8.260809183120728,0,2,3.3604222176582295,4,56,15
Trade,8.309175252914429,0,2,3.3604222176582295,8,55,15
Trade,8.456954717636108,0,2,4.154549898979183,8,9,15
Trade,8.657517433166504,0,2,3.054752275666802,4,8,15
Trade,8.720141410827637,0,2,5.187476755816749,52,4,15
Trade,8.81377363204956,0,2,5.1956795466620855,52,8,15
Trade,8.95672059059143,0,2,5.209664040686605,52,9,15
Trade,9.04967999458313,0,2,5.21407025008114,52,4,15
Trade,9.275742769241333,0,2,1.9875748891819536,4,54,15
Trade,9.296632528305054,0,2,5.231504715293456,52,4,15
Trade,9.408558130264282,0,2,2.087291464227733,8,56,15
Trade,9.448254108428955,0,2,4.3151802168377165,9,4,15
Trade,9.564839363098145,0,2,5.319570919645838,52,8,15
Trade,9.600940465927124,0,2,5.318606713426814,52,4,15
Trade,9.60667634010315,0,2,5.317673812806325,52,9,15
Trade,10.049031257629395,0,2,5.303576857543144,52,4,15
Trade,10.17916464805603,0,2,4.296158083083574,9,4,15
Trade,10.320069074630737,0,2,5.268653647646417,52,4,15
Trade,10.690210103988647,0,2,5.281772956719805,9,9,15
Trade,10.769315242767334,0,2,5.281772956719805,9,8,15
Trade,10.825690507888794,0,2,3.154752275666802,9,56,15
Trade,10.829551935195923,0,2,3.154752275666802,8,55,15
Trade,11.021642923355103,0,2,1.9728316677075926,4,54,15
Trade,11.074109315872192,0,2,1.973151499506139,8,54,15
Trade,11.66602635383606,0,2,1.2000000000000002,9,55,15
Trade,11.79654574394226,0,2,2.0694282566129742,4,55,15
Trade,12.107500791549683,0,2,4.3817729567198045,4,56,15
Trade,12.13181757926941,0,2,4.3817729567198045,4,55,15
Trade,12.17679238319397,0,2,1.1,4,53,15
Trade,12.81567645072937,0,2,1.1,9,4,15
Trade,12.89699673652649,0,2,1.1,34,9,15
Trade,13.05602478981018,0,2,1.1,4,8,15
Trade,13.168154001235962,0,2,1.1,39,8,15
Trade,13.191611528396606,0,2,1.1,30,4,15
Trade,13.35099720954895,0,2,1.1,35,4,15
Trade,13.791040658950806,0,2,1.1,37,8,15
Trade,13.844485998153687,0,2,1.1,36,9,15
Trade,13.8701171875,0,2,1.1,33,55,15
Trade,13.903322458267212,0,2,1.1,31,55,15
Trade,13.955398559570312,0,2,1.1,32,55,15
Trade,13.98755168914795,0,2,1.1,4,55,15
Trade,14.222843408584595,0,2,1.2000000000000002,4,56,15
Trade,14.281425476074219,0,2,1.1,4,9,15
Trade,14.88243317604065,0,2,1.1,8,8,15
Trade,14.893147230148315,0,2,1.1,38,51,15
Trade,14.901026248931885,0,2,1.1,31,4,15
Trade,14.907020092010498,0,2,1.1,35,8,15
Trade,14.92587661743164,0,2,1.1,36,4,15
Trade,14.927542686462402,0,2,1.1,37,51,15
Trade,14.959121704101562,0,2,1.1,39,51,15
Trade,14.985090494155884,0,2,1.1,32,51,15
Trade,15.023224592208862,0,2,1.1,33,51,15
Trade,15.062296628952026,0,2,1.1,34,51,15
Trade,15.082916736602783,0,2,1.1,30,51,15
Trade,15.461031913757324,0,2,2.1,4,4,15
Trade,15.711116790771484,0,2,1.1,4,51,15
Trade,16.0834538936615,0,2,3.1,8,9,15
Trade,16.5634503364563,0,2,1.1,4,56,15
Trade,16.573654413223267,0,2,1.1,53,4,15
Trade,16.575539112091064,0,2,1.1,8,51,15
Trade,16.81470561027527,0,2,2.2,8,55,15
Trade,16.907439708709717,0,2,2.2,9,56,15
Trade,17.079201459884644,0,2,2.2,38,58,15
Trade,17.088849544525146,0,2,2.2,34,59,15
Trade,17.090823888778687,0,2,2.2,39,55,15
Trade,17.092777490615845,0,2,1.1,31,8,15
Trade,17.103912830352783,0,2,2.1,32,8,15
Trade,17.105827808380127,0,2,1.1,36,9,15
Trade,17.149544715881348,0,2,1.1,30,4,15
Trade,17.185770273208618,0,2,1.1,37,8,15
Trade,17.236661672592163,0,2,1.1,33,4,15
Trade,17.30001139640808,0,2,1.1,35,9,15
Trade,17.501423358917236,0,2,2.2,8,4,15
Trade,17.696359634399414,0,2,5.278586343819831,54,4,15
Trade,17.892414331436157,0,2,6.097080681507715,52,8,15
Trade,17.995801210403442,0,2,6.173390754463921,53,8,15
Trade,18.0602388381958,0,2,4.278586343819831,8,9,15
Trade,18.22418713569641,0,2,6.278586343819831,9,8,15
Trade,18.31719136238098,0,2,4.278586343819831,32,9,15
Trade,18.319242477416992,0,2,4.278586343819831,38,4,15
Trade,18.32726502418518,0,2,1.5814922158799092,31,54,15
Trade,18.338486433029175,0,2,1.1,39,53,15
Trade,18.431882858276367,0,2,1.1,33,9,15
Trade,18.914602518081665,0,2,1.1,35,4,15
Trade,19.201598405838013,0,2,1.1,30,4,15
Trade,19.241632223129272,0,2,1.1,36,54,15
Trade,19.248480319976807,0,2,1.1,34,53,15
Trade,19.27825951576233,0,2,1.1,37,53,15
Trade,19.734512329101562,0,2,4.278586343819831,4,8,15
Trade,20.15686345100403,0,2,7.173390754463921,4,9,15
Trade,20.30152201652527,0,2,5.173390754463921,37,4,15
Trade,20.318074226379395,0,2,5.173390754463921,33,8,15
Trade,20.328771352767944,0,2,2.3000000000000003,36,57,15
Trade,20.331303596496582,0,2,2.3000000000000003,32,56,15
Trade,20.33574914932251,0,2,2.3000000000000003,39,59,15
Trade,20.34796643257141,0,2,2.3000000000000003,38,58,15
Trade,20.350832223892212,0,2,2.3000000000000003,34,55,15
Trade,20.35309672355652,0,2,1.1,35,54,15
Trade,20.355361700057983,0,2,1.1,31,53,15
Trade,20.3810453414917,0,2,1.1,30,9,15
Trade,23.832430362701416,0,2,4.278586343819831,8,56,15
Trade,23.84950852394104,0,2,4.278586343819831,4,55,15
Trade,24.272917985916138,0,2,1.1,4,54,15
Trade,27.010377407073975,0,2,1.1,4,9,15
Trade,27.237340211868286,0,2,1.1,9,4,15
Trade,27.65816855430603,0,2,1.1,4,53,15
Trade,27.769664525985718,0,2,1.1,9,52,15
Trade,28.077322244644165,0,2,2.1,8,56,15
Trade,28.091248035430908,0,2,1.2000000000000002,4,57,15
Trade,28.303429126739502,0,2,2.2,9,57,15
Trade,28.56500744819641,0,2,5.755427809169666,54,8,15
Trade,29.067752838134766,0,2,3.278586343819831,4,9,15
Trade,29.76334857940674,0,2,5.278586343819831,9,8,15
Trade,32.76626658439636,0,2,5.278586343819831,54,9,15
Trade,32.83469223976135,0,2,5.278586343819831,54,9,15
Trade,33.029714584350586,0,2,4.681205597721779,54,8,15
Trade,33.138896226882935,0,2,4.681102909314777,54,8,15
Trade,33.25818872451782,0,2,4.681053514729681,54,8,15
Trade,33.30461001396179,0,2,5.278586343819831,9,4,15
Trade,33.62608599662781,0,2,5.278586343819831,8,8,15
Trade,33.646071910858154,0,2,5.378586343819831,4,59,15
Trade,33.9531614780426,0,2,5.427079215023581,50,4,15
Trade,33.97269940376282,0,2,5.378586343819831,8,56,15
Trade,34.60283541679382,0,2,6.173390754463921,9,8,15
Trade,35.563409090042114,0,2,1.1,9,9,15
Trade,35.7833685874939,0,2,3.1,4,9,15
Trade,36.52746295928955,0,2,1.2000000000000002,4,55,15
Trade,38.12296772003174,0,2,1.1,8,4,15
Trade,38.69988298416138,0,2,1.1,9,8,15
Trade,39.606879472732544,0,2,1.1,8,8,15
Trade,39.96296143531799,0,2,1.1,9,55,15
Trade,39.982213258743286,0,2,1.2000000000000002,4,58,15
Trade,41.08117651939392,0,2,1.1,9,9,15
Trade,41.11021280288696,0,2,1.1,4,9,15
Trade,41.15843367576599,0,2,1.2000000000000002,9,55,15
Trade,41.18713307380676,0,2,1.2000000000000002,8,57,15
Trade,43.53301930427551,0,2,1.1,8,8,15
Trade,45.61373949050903,0,2,3.1,4,9,15
Trade,47.001941204071045,0,2,1.1,8,8,15
Trade,47.003153562545776,0,2,1.1,4,9,15
Trade,47.00342631340027,0,2,1.1,9,58,15
Trade,47.0307080745697,0,2,6.755427809169666,54,8,15
Trade,47.049307346343994,0,2,5.278586343819831,9,55,15
Trade,47.049800157547,0,2,5.278586343819831,4,56,15
Trade,47.05014729499817,0,2,5.278586343819831,8,57,15
Trade,47.05048418045044,0,2,1.2000000000000002,32,58,15
Trade,47.05058407783508,0,2,1.2000000000000002,36,59,15
Trade,47.05066728591919,0,2,1.1,34,54,15
Trade,47.05078125,0,2,1.1,39,4,15
Trade,47.050883769989014,0,2,1.1,38,53,15
Trade,47.051018953323364,0,2,1.1,31,55,15
Trade,47.0515673160553,0,2,1.1,30,56,15
Trade,47.051743507385254,0,2,1.1,37,57,15
Trade,47.05214047431946,0,2,1.1,33,55,15
Trade,47.0522997379303,0,2,1.1,35,59,15
Trade,47.05254650115967,0,2,5.278586343819831,8,58,15
Trade,47.05476117134094,0,2,5.378586343819831,9,58,15
Trade,47.06938815116882,0,2,5.278586343819831,9,4,15
Trade,47.085055351257324,0,2,5.278586343819831,9,9,15
Trade,47.08936858177185,0,2,6.278586343819831,8,4,15
Trade,47.091163873672485,0,2,5.378586343819831,4,57,15
Trade,47.092138051986694,0,2,5.378586343819831,8,59,15
Trade,47.092286825180054,0,2,5.378586343819831,4,55,15
Trade,47.092567443847656,0,2,5.378586343819831,8,58,15
Trade,47.093039751052856,0,2,5.378586343819831,4,56,15
Trade,47.09648394584656,0,2,4.0305769620630905,8,9,15
Trade,47.108333349227905,0,2,6.278586343819831,9,8,15
Trade,47.119630575180054,0,2,4.173390754463921,4,4,15
Trade,47.11974358558655,0,2,6.427079215023581,9,9,15
Trade,47.12066292762756,0,2,4.173390754463921,9,9,15
Trade,47.12236952781677,0,2,6.780099198675055,51,8,15
Trade,47.12278699874878,0,2,7.098891265459763,54,8,15
Trade,47.12302851676941,0,2,5.780099198675055,36,9,15
Trade,47.123108863830566,0,2,5.780099198675055,38,4,15
Trade,47.12320399284363,0,2,3.378586343819831,39,57,15
Trade,47.12337374687195,0,2,3.378586343819831,32,58,15
Trade,47.12345314025879,0,2,3.378586343819831,33,55,15
Trade,47.1235466003418,0,2,3.378586343819831,37,59,15
