type,time,exchange,competitor,odds,backer,layer,stake
Trade,47.12362480163574,0,2,3.378586343819831,34,56,15
Trade,47.123746395111084,0,2,1.1,30,53,15
Trade,47.12680745124817,0,2,1.1,35,9,15
Trade,47.134011030197144,0,2,1.1,31,8,15
Trade,47.1342294216156,0,2,4.173390754463921,4,8,15
Trade,47.14203453063965,0,2,1.2000000000000002,8,56,15
Trade,47.14215159416199,0,2,1.2000000000000002,9,8,15
Trade,47.142502784729004,0,2,1.2000000000000002,4,55,15
Trade,47.143126249313354,0,2,7.713861146971771,52,9,15
Trade,47.1460919380188,0,2,5.780099198675055,4,8,15
Trade,47.1479012966156,0,2,7.780099198675055,4,9,15
Trade,47.15356230735779,0,2,3.1,4,8,15
Trade,47.15425443649292,0,2,3.1,9,4,15
Trade,47.15511465072632,0,2,3.1,8,8,15
Trade,47.15561509132385,0,2,5.780099198675055,31,8,15
Trade,47.155694007873535,0,2,4.273390754463921,30,59,15
Trade,47.15584683418274,0,2,4.273390754463921,34,56,15
Trade,47.15598225593567,0,2,4.273390754463921,37,55,15
Trade,47.156935930252075,0,2,4.273390754463921,32,58,15
Trade,47.15701746940613,0,2,4.273390754463921,35,57,15
Trade,47.157644748687744,0,2,1.1,36,9,15
Trade,47.1583206653595,0,2,1.1,39,8,15
Trade,47.15914487838745,0,2,1.1,33,9,15
Trade,47.15990591049194,0,2,1.1,38,8,15
Trade,47.17281436920166,0,2,3.1,8,59,15
Trade,47.17332077026367,0,2,3.1,4,56,15
Trade,47.17354989051819,0,2,3.1,9,58,15
Trade,47.173877477645874,0,2,3.1,4,59,15
Trade,47.17439579963684,0,2,3.1,8,55,15
Trade,47.17465806007385,0,2,3.1,9,56,15
Trade,47.17662858963013,0,2,3.2,9,59,15
Trade,47.18238115310669,0,2,7.780099198675055,31,9,15
Trade,47.18247890472412,0,2,3.2,30,58,15
Trade,47.18259525299072,0,2,3.2,32,55,15
Trade,47.18268895149231,0,2,3.2,36,57,15
Trade,47.18284463882446,0,2,3.2,37,56,15
Trade,47.18294405937195,0,2,2.1,33,4,15
Trade,47.183083295822144,0,2,2.1,34,8,15
Trade,47.18316030502319,0,2,2.1,39,4,15
Trade,47.184452056884766,0,2,1.1,38,9,15
Trade,47.19286823272705,0,2,1.1,35,8,15
Trade,47.19732475280762,0,2,1.2000000000000002,4,9,15
Trade,47.20183753967285,0,2,2.1,4,8,15
Trade,47.206318378448486,0,2,1.2000000000000002,9,8,15
Trade,47.212525844573975,0,2,3.1,8,9,15
Trade,47.214391231536865,0,2,7.780099198675055,33,4,15
Trade,47.214484214782715,0,2,5.780099198675055,34,9,15
Trade,47.21481943130493,0,2,1.1,37,56,15
Trade,47.215301752090454,0,2,1.1,39,56,15
Trade,47.21755266189575,0,2,1.1,36,56,15
Trade,47.2176411151886,0,2,1.1,38,57,15
Trade,47.21772027015686,0,2,1.1,30,58,15
Trade,47.21798086166382,0,2,1.1,35,8,15
Trade,47.218295097351074,0,2,1.1,31,58,15
Trade,47.21843385696411,0,2,1.1,32,57,15
Trade,47.219170570373535,0,2,3.1,9,59,15
Trade,47.21970796585083,0,2,3.1,4,55,15
Trade,47.22163367271423,0,2,3.2,4,58,15
Trade,47.22178554534912,0,2,3.2,9,57,15
Trade,47.22196865081787,0,2,3.1,8,59,15
Trade,47.22301769256592,0,2,3.2,9,55,15
Trade,47.23078179359436,0,2,7.780099198675055,9,8,15
Trade,47.23611569404602,0,2,5.780099198675055,39,4,15
Trade,47.236194372177124,0,2,5.780099198675055,36,9,15
Trade,47.23948860168457,0,2,1.1,33,4,15
Trade,47.24702835083008,0,2,1.1,34,9,15
Trade,47.248040199279785,0,2,1.1,32,9,15
Trade,47.248867988586426,0,2,1.1,38,55,15
Trade,47.249611139297485,0,2,1.1,35,55,15
Trade,47.25239562988281,0,2,1.1,30,59,15
Trade,47.25269269943237,0,2,1.1,31,58,15
Trade,47.252798318862915,0,2,1.1,37,56,15
Trade,47.25332474708557,0,2,3.1,4,55,15
Trade,47.25404691696167,0,2,3.2,8,59,15
Trade,47.25418162345886,0,2,3.2,8,58,15
Trade,47.25551962852478,0,2,3.2,8,56,15
Trade,47.256308794021606,0,2,3.2,4,55,15
Trade,47.257259368896484,0,2,3.2,8,59,15
Trade,47.26157569885254,0,2,7.780099198675055,8,4,15
Trade,47.26207637786865,0,2,3.2,4,57,15
Trade,47.274049282073975,0,2,1.1,8,8,15
Trade,47.27482461929321,0,2,1.1,8,9,15
Trade,47.28108525276184,0,2,1.1,8,4,15
Trade,47.290878772735596,0,2,3.1,8,9,15
Trade,47.29216504096985,0,2,7.780099198675055,39,9,15
Trade,47.292248249053955,0,2,5.780099198675055,38,8,15
Trade,47.29232716560364,0,2,1.2000000000000002,32,58,15
Trade,47.292465686798096,0,2,1.2000000000000002,33,57,15
Trade,47.29254150390625,0,2,1.2000000000000002,37,59,15
Trade,47.29261612892151,0,2,1.2000000000000002,36,55,15
Trade,47.292736768722534,0,2,1.2000000000000002,31,56,15
Trade,47.29506278038025,0,2,1.1,35,8,15
Trade,47.29921793937683,0,2,1.1,34,4,15
Trade,47.30383825302124,0,2,1.1,30,4,15
Trade,47.31305980682373,0,2,3.1,9,55,15
Trade,47.31340169906616,0,2,3.1,8,58,15
Trade,47.31390047073364,0,2,3.1,9,55,15
Trade,47.31479096412659,0,2,3.2,8,59,15
Trade,47.3161256313324,0,2,3.2,52,58,15
Trade,47.32027626037598,0,2,5.780099198675055,33,9,15
Trade,47.32036328315735,0,2,5.780099198675055,38,4,15
Trade,47.32055068016052,0,2,3.2,37,56,15
Trade,47.32064485549927,0,2,3.2,31,59,15
Trade,47.32074046134949,0,2,3.2,36,57,15
Trade,47.32083010673523,0,2,3.2,32,55,15
Trade,47.32090520858765,0,2,2.1,35,8,15
Trade,47.32165169715881,0,2,1.1,33,9,15
Trade,47.356443881988525,0,2,1.1,31,9,15
Trade,47.67448973655701,0,2,1.1,34,4,15
Trade,47.78135299682617,0,2,1.1,36,9,15
Trade,47.85087037086487,0,2,1.1,30,4,15
Trade,47.876816272735596,0,2,1.1,37,4,15
Trade,47.96138000488281,0,2,1.1,32,8,15
Trade,47.99738788604736,0,2,1.1,39,9,15
Trade,48.06008458137512,0,2,1.1,38,8,15
Trade,48.360366344451904,0,2,1.1,33,8,15
Trade,48.41645884513855,0,2,1.1,35,8,15
Trade,48.43136024475098,0,2,2.7455229277644015,51,8,15
Trade,48.4515266418457,0,2,1.4938339206954074,50,9,15
Trade,48.7232403755188,0,2,1.1,4,8,15
Trade,48.73162603378296,0,2,1.1,31,8,15
Trade,48.74473834037781,0,2,1.1,32,4,15
Trade,48.82841968536377,0,2,1.1,34,59,15
Trade,48.84638285636902,0,2,1.1,36,57,15
Trade,48.8878173828125,0,2,1.1,35,55,15
Trade,48.93468427658081,0,2,1.1,37,59,15
Trade,48.936094760894775,0,2,1.1,38,57,15
Trade,48.95125913619995,0,2,1.1,33,58,15
Trade,48.951364040374756,0,2,1.1,39,55,15
Trade,48.97952938079834,0,2,1.1,30,56,15
Trade,49.00733470916748,0,2,1.4938339206954074,50,59,15
Trade,49.00913047790527,0,2,2.475091163065566,53,57,15
Trade,49.91399097442627,0,2,2.1,50,58,15
Trade,49.9301700592041,0,2,2.1,50,55,15
Trade,49.95609426498413,0,2,2.1,50,56,15
Trade,49.970744132995605,0,2,2.1,50,59,15
Trade,53.18545651435852,0,2,2.1,54,57,15
Trade,0.295290470123291,0,3,3.7718399698964142,3,50,15
Trade,0.30825185775756836,0,3,3.7718399698964142,3,50,15
Trade,0.4482870101928711,0,3,3.9000000000000004,3,5,15
Trade,0.5090136528015137,0,3,4.9,52,3,15
Trade,0.5259511470794678,0,3,3.7718399698964142,3,50,15
Trade,0.5829112529754639,0,3,3.7718399698964142,5,50,15
Trade,0.814279317855835,0,3,4.9,51,5,15
Trade,0.8273348808288574,0,3,3.7718399698964142,5,50,15
Trade,0.8712007999420166,0,3,4.9,53,5,15
Trade,1.3717668056488037,0,3,3.762534855856166,3,5,15
Trade,1.372063398361206,0,3,3.762534855856166,5,51,15
Trade,1.5070557594299316,0,3,2.9671357447034308,5,50,15
Trade,1.5261180400848389,0,3,2.968236824867837,5,50,15
Trade,2.2485764026641846,0,3,2.960885155410886,3,5,15
Trade,2.295830249786377,0,3,2.1420377714864074,3,50,15
Trade,2.338838577270508,0,3,2.9612550486978604,5,3,15
Trade,2.3783929347991943,0,3,3.8806601419417683,52,3,15
Trade,2.6460437774658203,0,3,4.762534855856166,51,5,15
Trade,4.332712173461914,0,3,4.886728462992186,5,3,15
Trade,4.333233594894409,0,3,4.886728462992186,3,53,15
Trade,4.437983274459839,0,3,3.8298566267123495,3,50,15
Trade,4.532414197921753,0,3,4.962177149664986,53,3,15
Trade,4.6086273193359375,0,3,5.482315773745201,51,3,15
Trade,4.723402500152588,0,3,4.291766324661942,5,50,15
Trade,4.743302345275879,0,3,4.294549116652324,5,50,15
Trade,4.878702878952026,0,3,5.5427185196126665,51,3,15
Trade,5.934777021408081,0,3,4.550080951435673,3,5,15
Trade,5.944765567779541,0,3,4.550080951435673,5,51,15
Trade,6.3410608768463135,0,3,5.596607804126478,27,3,15
Trade,6.397655010223389,0,3,4.496607804126478,24,5,15
Trade,7.320290565490723,0,3,4.596607804126478,3,3,15
Trade,7.610472679138184,0,3,3.696607804126478,5,56,15
Trade,7.6130499839782715,0,3,4.396607804126479,22,55,15
Trade,7.660295724868774,0,3,4.496607804126478,29,56,15
Trade,7.683963060379028,0,3,3.696607804126478,3,55,15
Trade,7.713208198547363,0,3,4.496607804126478,20,56,15
Trade,7.729421615600586,0,3,3.438360354024595,3,50,15
Trade,7.7311692237854,0,3,4.496607804126478,26,5,15
Trade,7.732919216156006,0,3,4.949783409042139,52,55,15
Trade,7.794058084487915,0,3,5.1274751704730885,54,55,15
Trade,7.807995796203613,0,3,5.596607804126478,51,5,15
Trade,8.563907623291016,0,3,4.181389653002405,53,3,15
Trade,8.605726957321167,0,3,4.184764649950424,53,3,15
Trade,8.675151824951172,0,3,4.191440257727177,53,3,15
Trade,8.824418306350708,0,3,3.1796945930650313,5,3,15
Trade,9.040420770645142,0,3,4.22384285643847,53,3,15
Trade,9.05701994895935,0,3,3.7569247822496514,5,50,15
Trade,9.135019302368164,0,3,4.232005536670747,53,3,15
Trade,9.278898239135742,0,3,4.239597376272741,53,5,15
Trade,9.299590110778809,0,3,4.240805663108347,53,5,15
Trade,9.458907127380371,0,3,4.245474105954454,53,3,15
Trade,9.656151294708252,0,3,4.9,23,3,15
Trade,9.721930503845215,0,3,3.8806662781205397,3,50,15
Trade,9.903948068618774,0,3,5.307305853565573,52,5,15
Trade,9.917056560516357,0,3,3.8777586750404422,5,50,15
Trade,10.75819206237793,0,3,4.306723575995635,3,5,15
Trade,10.77582859992981,0,3,5.304561351144526,52,5,15
Trade,10.826984167098999,0,3,5.208623745936191,54,3,15
Trade,10.948933362960815,0,3,5.206675009900275,54,5,15
Trade,11.018698453903198,0,3,4.206675009900275,3,5,15
Trade,11.196063995361328,0,3,4.206675009900275,5,3,15
Trade,11.246187448501587,0,3,3.878023018930193,5,50,15
Trade,11.504647731781006,0,3,5.2006354989533286,54,3,15
Trade,11.589707612991333,0,3,5.369720508875588,52,3,15
Trade,11.816601753234863,0,3,5.367759462851543,52,55,15
Trade,11.845577001571655,0,3,5.3675142528691655,52,5,15
Trade,11.964857816696167,0,3,4.406723575995635,5,56,15
Trade,11.973856687545776,0,3,5.366558824093718,52,3,15
Trade,12.00838327407837,0,3,5.366466029271598,52,5,15
Trade,12.072790384292603,0,3,4.406723575995635,3,55,15
Trade,12.283520460128784,0,3,5.365329822327643,52,5,15
Trade,12.40272307395935,0,3,5.364985662646047,52,3,15
Trade,13.842873096466064,0,3,4.264736846689854,54,3,15
Trade,13.849132299423218,0,3,4.264736846689854,54,5,15
Trade,13.85449481010437,0,3,4.038070313142198,54,50,15
Trade,13.857903003692627,0,3,4.364933306345012,5,55,15
Trade,13.868524551391602,0,3,4.014830091270679,54,50,15
Trade,13.878973484039307,0,3,4.014833516690995,54,50,15
Trade,13.890564918518066,0,3,4.464933306345012,54,55,15
Trade,13.901721477508545,0,3,4.014843289670699,54,50,15
Trade,13.912842750549316,0,3,3.6920387723095467,54,50,15
Trade,13.92257046699524,0,3,3.692031748193711,54,50,15
Trade,13.933579444885254,0,3,3.692018219262558,54,50,15
Trade,13.938370704650879,0,3,5.164736846689855,28,3,15
Trade,13.942989110946655,0,3,3.692011705827919,54,50,15
Trade,13.94923186302185,0,3,3.6920053541822835,54,55,15
Trade,13.958732843399048,0,3,4.014858022479593,54,50,15
Trade,13.973814249038696,0,3,4.0148607528930516,54,50,15
Trade,14.003176212310791,0,3,4.464933306345012,3,55,15
Trade,14.0107901096344,0,3,4.464933306345012,54,56,15
Trade,14.061176300048828,0,3,4.014868543629106,54,50,15
Trade,14.077250242233276,0,3,3.6919758848389215,54,50,15
Trade,14.089261054992676,0,3,4.464933306345012,54,56,15
Trade,14.092384815216064,0,3,4.014873420152273,5,50,15
Trade,14.105471134185791,0,3,4.014875767942694,54,50,15
Trade,14.119390726089478,0,3,4.014878057424031,54,50,15
Trade,14.124110460281372,0,3,5.264736846689854,25,3,15
Trade,14.145224809646606,0,3,4.102029629723671,54,50,15
Trade,14.15743350982666,0,3,4.464933306345012,54,56,15
Trade,14.19068717956543,0,3,3.691945077887352,54,50,15
Trade,14.199987888336182,0,3,4.464933306345012,54,56,15
Trade,14.224422454833984,0,3,4.102035842374418,54,50,15
Trade,14.239952325820923,0,3,3.691931330364531,54,50,15
Trade,14.250627040863037,0,3,4.102039731430521,54,50,15
Trade,14.264571905136108,0,3,3.691922724049094,54,50,15
Trade,14.271246194839478,0,3,1.8726176217675,5,54,15
Trade,14.286182880401611,0,3,3.691918580227102,54,50,15
Trade,14.292256116867065,0,3,1.1,5,52,15
Trade,14.30791425704956,0,3,5.364736846689854,52,3,15
Trade,14.315523862838745,0,3,4.102045210631673,54,50,15
Trade,14.339151859283447,0,3,4.18506086033849,54,50,15
Trade,14.360957860946655,0,3,4.185064205338142,54,50,15
Trade,14.38595724105835,0,3,4.185050423880909,54,50,15
Trade,14.398515701293945,0,3,4.185044583784798,54,50,15
Trade,14.438183069229126,0,3,4.459951462559761,54,3,15
Trade,14.451179027557373,0,3,4.185031841072519,54,50,15
Trade,15.620252132415771,0,3,2.4035885962714865,3,50,15
Trade,16.340745449066162,0,3,3.591873187786753,21,5,15
Trade,16.832989931106567,0,3,2.591873187786753,3,55,15
Trade,17.015265226364136,0,3,3.691873187786753,54,3,15
Trade,17.242328643798828,0,3,4.6918731877867526,3,5,15
Trade,20.403645038604736,0,3,2.7442115081628797,3,3,15
Trade,23.511667251586914,0,3,4.157180474366542,54,58,15
Trade,23.538939952850342,0,3,4.157180466823528,54,56,15
Trade,23.545740127563477,0,3,5.447763783193857,52,57,15
Trade,23.621367931365967,0,3,4.157180456193172,54,58,15
Trade,23.63588857650757,0,3,5.774419930224229,51,59,15
Trade,23.664941549301147,0,3,4.157180452823247,54,55,15
Trade,23.67285966873169,0,3,6.344482061228005,53,56,15
Trade,23.69404888153076,0,3,4.157180449536531,54,57,15
Trade,23.756973028182983,0,3,4.157180443204555,54,58,15
Trade,23.783276081085205,0,3,6.459943576203273,3,59,15
Trade,23.79511785507202,0,3,4.157180440155338,54,56,15
Trade,23.82008409500122,0,3,6.559943576203272,54,55,15
Trade,23.855223417282104,0,3,6.559943576203272,54,57,15
Trade,23.935384035110474,0,3,6.559943576203272,54,56,15
Trade,23.974957704544067,0,3,6.559943576203272,54,55,15
Trade,24.000263452529907,0,3,6.559943576203272,54,58,15
Trade,24.027973175048828,0,3,6.559943576203272,54,59,15
Trade,24.053001165390015,0,3,6.559943576203272,54,57,15
Trade,24.055656909942627,0,3,6.559943576203272,5,56,15
Trade,24.097975492477417,0,3,6.559943576203272,54,55,15
Trade,24.10895609855652,0,3,6.559943576203272,54,59,15
Trade,24.141250371932983,0,3,6.559943576203272,54,57,15
Trade,24.171663284301758,0,3,6.559943576203272,54,55,15
Trade,24.21280527114868,0,3,6.559943576203272,54,59,15
Trade,24.33766746520996,0,3,4.1571803946118,54,3,15
Trade,24.431253671646118,0,3,4.01822287292012,5,50,15
Trade,24.467579126358032,0,3,4.157180381034015,54,3,15
Trade,27.85125970840454,0,3,3.7442115081628797,5,3,15
Trade,27.85438847541809,0,3,3.7442115081628797,3,52,15
Trade,27.952475547790527,0,3,3.941849317419126,5,50,15
Trade,31.695762157440186,0,3,3.7442115081628797,3,5,15
Trade,31.719894647598267,0,3,3.7442115081628797,5,50,15
Trade,31.92420721054077,0,3,3.84421150816288,3,56,15
Trade,32.17137289047241,0,3,4.090805658186293,3,50,15
Trade,32.29407334327698,0,3,6.105430833839068,54,5,15
Trade,33.40283942222595,0,3,6.559943576203272,3,58,15
Trade,33.67092561721802,0,3,5.459943576203273,3,5,15
Trade,33.968958377838135,0,3,6.559943576203272,5,55,15
Trade,34.36146903038025,0,3,4.018222869809427,3,50,15
Trade,34.66520047187805,0,3,4.018222873857558,5,50,15
Trade,34.724515199661255,0,3,4.018221380500186,5,50,15
Trade,34.73989701271057,0,3,6.613037431442214,51,5,15
Trade,35.14021325111389,0,3,4.913031757110024,5,3,15
Trade,35.243075370788574,0,3,6.120761341713832,54,3,15
Trade,39.91949105262756,0,3,4.447763783193857,5,55,15
Trade,39.946258544921875,0,3,4.447763783193857,3,56,15
Trade,40.39903426170349,0,3,4.547763783193856,5,57,15
Trade,41.91266679763794,0,3,4.547763783193856,5,59,15
Trade,42.25257325172424,0,3,4.547763783193856,3,58,15
Trade,43.68792724609375,0,3,4.547763783193856,5,55,15
Trade,43.94193196296692,0,3,4.547763783193856,5,56,15
Trade,45.41621994972229,0,3,4.74421150816288,3,5,15
Trade,45.77111268043518,0,3,4.547763783193856,5,57,15
Trade,47.003071546554565,0,3,3.941849317419126,3,58,15
Trade,47.003689765930176,0,3,4.547763783193856,3,55,15
Trade,47.025278091430664,0,3,6.120655872389651,54,3,15
Trade,47.0265736579895,0,3,7.03097801198681,52,5,15
Trade,47.026660203933716,0,3,4.547763783193856,3,57,15
Trade,47.027376890182495,0,3,4.547763783193856,3,58,15
Trade,47.02823305130005,0,3,5.105430833839068,3,5,15
Trade,47.04258990287781,0,3,4.447763783193857,3,3,15
Trade,47.053189754486084,0,3,6.547763783193856,3,59,15
Trade,47.06043338775635,0,3,4.547763783193856,5,56,15
Trade,47.0662841796875,0,3,4.74421150816288,3,5,15
Trade,47.08004832267761,0,3,7.105430833839068,5,3,15
Trade,47.081860065460205,0,3,4.547763783193856,3,57,15
Trade,47.089497327804565,0,3,4.090805658186293,3,5,15
Trade,47.10027551651001,0,3,5.459943576203273,3,5,15
Trade,47.10046076774597,0,3,5.459943576203273,5,51,15
Trade,47.10480308532715,0,3,7.517512490499845,54,5,15
Trade,47.11219787597656,0,3,5.559943576203272,5,3,15
Trade,47.1123468875885,0,3,4.688310208077311,3,50,15
Trade,47.12227940559387,0,3,8.713360288030884,5,5,15
Trade,47.12446928024292,0,3,6.71355346904893,5,3,15
Trade,47.1328821182251,0,3,4.128923387714176,5,5,15
Trade,47.140745878219604,0,3,5.559943576203272,5,58,15
Trade,47.15737462043762,0,3,3.691873187786753,3,5,15
Trade,47.162007331848145,0,3,3.691873187786753,5,5,15
Trade,47.16603422164917,0,3,5.447763783193857,5,3,15
Trade,47.16659951210022,0,3,5.447763783193857,3,5,15
Trade,47.17224311828613,0,3,4.268426198190555,3,56,15
Trade,47.181583642959595,0,3,5.447763783193857,3,5,15
Trade,47.18228530883789,0,3,4.212030362096067,3,50,15
Trade,47.18365526199341,0,3,3.791873187786753,5,57,15
Trade,47.18463969230652,0,3,3.791873187786753,3,55,15
Trade,47.21180176734924,0,3,5.120655872389651,5,3,15
Trade,47.2576117515564,0,3,4.547763783193856,5,5,15
Trade,47.25769519805908,0,3,4.547763783193856,3,51,15
Trade,47.27803921699524,0,3,4.547763783193856,5,3,15
Trade,47.30717730522156,0,3,7.120655872389651,3,5,15
Trade,47.309410095214844,0,3,7.120655872389651,5,3,15
Trade,47.315553426742554,0,3,3.691873187786753,3,3,15
Trade,47.31943726539612,0,3,4.647763783193856,52,58,15
Trade,47.319628953933716,0,3,7.510451011095892,52,50,15
Trade,47.319900035858154,0,3,8.313950554010336,52,50,15
Trade,47.32013416290283,0,3,4.647763783193856,52,59,15
Trade,47.321019887924194,0,3,8.71316486064596,52,50,15
Trade,47.32132577896118,0,3,8.71316486064596,52,50,15
